District,State,Region,Year,Season,Crop,Latitude,Longitude,SoilType,IrrigationLevel,Rainfall,Temperature,Humidity,SoilMoisture,NDVI_Flowering,WaterStress,PestRisk,SuitabilityScore,YieldIndex,Failure,RecommendedCrop,IsRecommendedCrop
Jodhpur,Rajasthan,Northwest Dryland,2024,Kharif,Maize,26.2389,73.0243,Sandy,Low,93.64,33.33,39.5,55.17,0.641,0.255,0.441,0.648,65.27,1,Soybean,0
Jodhpur,Rajasthan,Northwest Dryland,2024,Kharif,Cotton,26.2389,73.0243,Sandy,Low,115.2,35.43,45.52,61.99,0.616,0.19,0.441,0.619,70.4,1,Soybean,0
Jodhpur,Rajasthan,Northwest Dryland,2024,Kharif,Soybean,26.2389,73.0243,Sandy,Low,62.04,31.0,48.47,52.28,0.649,0.438,0.374,0.706,58.94,0,Soybean,1
Jodhpur,Rajasthan,Northwest Dryland,2024,Rabi,Wheat,26.2389,73.0243,Sandy,Low,21.21,29.07,37.39,34.64,0.572,0.715,0.402,0.486,57.69,1,Chickpea,0
Jodhpur,Rajasthan,Northwest Dryland,2024,Rabi,Mustard,26.2389,73.0243,Sandy,Low,18.0,28.35,25.0,28.56,0.63,0.592,0.365,0.661,65.59,0,Chickpea,0
Jodhpur,Rajasthan,Northwest Dryland,2024,Rabi,Chickpea,26.2389,73.0243,Sandy,Low,18.0,24.93,32.86,39.16,0.648,0.347,0.347,0.729,68.39,1,Chickpea,1
Jodhpur,Rajasthan,Northwest Dryland,2024,Zaid,Groundnut,26.2389,73.0243,Sandy,Low,28.34,38.78,25.0,28.86,0.616,0.583,0.36,0.667,63.75,1,Millet,0
Jodhpur,Rajasthan,Northwest Dryland,2024,Zaid,Millet,26.2389,73.0243,Sandy,Low,27.68,33.51,25.18,30.24,0.759,0.253,0.326,0.915,87.39,0,Millet,1
Jodhpur,Rajasthan,Northwest Dryland,2025,Kharif,Rice,26.2389,73.0243,Sandy,Low,99.53,37.32,45.93,62.4,0.527,0.696,0.35,0.439,55.68,1,Soybean,0
Jodhpur,Rajasthan,Northwest Dryland,2025,Kharif,Maize,26.2389,73.0243,Sandy,Low,71.82,31.6,45.78,52.16,0.662,0.463,0.43,0.685,76.2,0,Soybean,0
Jodhpur,Rajasthan,Northwest Dryland,2025,Kharif,Cotton,26.2389,73.0243,Sandy,Low,112.12,37.48,37.05,55.5,0.658,0.136,0.414,0.673,72.72,1,Soybean,0
Jodhpur,Rajasthan,Northwest Dryland,2025,Kharif,Soybean,26.2389,73.0243,Sandy,Low,93.32,34.87,42.25,62.26,0.612,0.221,0.395,0.718,78.34,0,Soybean,1
Jodhpur,Rajasthan,Northwest Dryland,2025,Rabi,Wheat,26.2389,73.0243,Sandy,Low,46.81,27.12,36.92,18.0,0.635,0.826,0.332,0.633,56.81,1,Chickpea,0
Jodhpur,Rajasthan,Northwest Dryland,2025,Rabi,Mustard,26.2389,73.0243,Sandy,Low,32.53,29.09,25.0,43.79,0.625,0.25,0.379,0.648,60.42,1,Chickpea,0
Jodhpur,Rajasthan,Northwest Dryland,2025,Rabi,Chickpea,26.2389,73.0243,Sandy,Low,28.86,26.44,37.19,34.57,0.655,0.408,0.4,0.73,71.27,1,Chickpea,1
Jodhpur,Rajasthan,Northwest Dryland,2025,Zaid,Groundnut,26.2389,73.0243,Sandy,Low,22.22,33.13,30.26,33.03,0.699,0.589,0.46,0.859,81.99,0,Groundnut,1
Jodhpur,Rajasthan,Northwest Dryland,2025,Zaid,Millet,26.2389,73.0243,Sandy,Low,18.0,37.62,25.0,31.29,0.68,0.349,0.384,0.741,67.61,0,Groundnut,0
Jodhpur,Rajasthan,Northwest Dryland,2026,Kharif,Rice,26.2389,73.0243,Sandy,Low,82.38,34.08,36.5,49.8,0.558,0.98,0.433,0.42,41.94,1,Cotton,0
Jodhpur,Rajasthan,Northwest Dryland,2026,Kharif,Maize,26.2389,73.0243,Sandy,Low,107.97,33.52,35.99,46.94,0.589,0.339,0.385,0.639,79.76,1,Cotton,0
Jodhpur,Rajasthan,Northwest Dryland,2026,Kharif,Cotton,26.2389,73.0243,Sandy,Low,75.95,33.61,47.99,39.4,0.723,0.386,0.445,0.721,77.05,0,Cotton,1
Jodhpur,Rajasthan,Northwest Dryland,2026,Kharif,Soybean,26.2389,73.0243,Sandy,Low,57.59,36.11,46.21,49.9,0.552,0.539,0.464,0.519,51.74,1,Cotton,0
Jodhpur,Rajasthan,Northwest Dryland,2026,Rabi,Wheat,26.2389,73.0243,Sandy,Low,18.0,30.93,36.89,36.78,0.525,0.688,0.397,0.459,51.88,1,Chickpea,0
Jodhpur,Rajasthan,Northwest Dryland,2026,Rabi,Mustard,26.2389,73.0243,Sandy,Low,18.0,25.56,35.4,25.05,0.614,0.62,0.355,0.664,72.47,1,Chickpea,0
Jodhpur,Rajasthan,Northwest Dryland,2026,Rabi,Chickpea,26.2389,73.0243,Sandy,Low,38.74,25.0,25.0,38.51,0.712,0.235,0.318,0.76,75.74,1,Chickpea,1
Jodhpur,Rajasthan,Northwest Dryland,2026,Zaid,Groundnut,26.2389,73.0243,Sandy,Low,26.06,40.76,40.87,23.75,0.581,0.68,0.42,0.618,56.66,1,Millet,0
Jodhpur,Rajasthan,Northwest Dryland,2026,Zaid,Millet,26.2389,73.0243,Sandy,Low,18.0,38.85,25.0,54.48,0.654,0.258,0.466,0.692,77.89,0,Millet,1
Kota,Rajasthan,Central Plateau,2018,Kharif,Rice,25.2138,75.8648,Black,High,157.37,29.13,74.24,64.47,0.67,0.32,0.51,0.881,87.71,0,Soybean,0
Kota,Rajasthan,Central Plateau,2018,Kharif,Maize,25.2138,75.8648,Black,High,158.82,33.83,52.39,57.94,0.66,0.031,0.433,0.726,77.75,0,Soybean,0
Kota,Rajasthan,Central Plateau,2018,Kharif,Cotton,25.2138,75.8648,Black,High,146.91,31.51,67.1,55.56,0.749,0.028,0.493,0.887,88.01,0,Soybean,0
Kota,Rajasthan,Central Plateau,2018,Kharif,Soybean,25.2138,75.8648,Black,High,122.75,27.26,65.92,57.94,0.777,0.135,0.491,0.98,93.67,0,Soybean,1
Kota,Rajasthan,Central Plateau,2018,Rabi,Wheat,25.2138,75.8648,Black,High,100.31,26.29,50.51,28.96,0.723,0.433,0.376,0.786,75.0,1,Chickpea,0
Kota,Rajasthan,Central Plateau,2018,Rabi,Mustard,25.2138,75.8648,Black,High,70.12,24.51,50.05,36.7,0.736,0.206,0.367,0.882,83.12,1,Chickpea,0
Kota,Rajasthan,Central Plateau,2018,Rabi,Chickpea,25.2138,75.8648,Black,High,64.04,20.72,31.74,36.26,0.771,0.159,0.317,0.963,92.89,0,Chickpea,1
Kota,Rajasthan,Central Plateau,2018,Zaid,Groundnut,25.2138,75.8648,Black,High,83.6,32.38,40.82,40.35,0.697,0.186,0.368,0.874,91.99,0,Groundnut,1
Kota,Rajasthan,Central Plateau,2018,Zaid,Millet,25.2138,75.8648,Black,High,78.52,33.44,46.75,29.03,0.747,0.14,0.406,0.835,78.47,0,Groundnut,0
Kota,Rajasthan,Central Plateau,2019,Kharif,Rice,25.2138,75.8648,Black,High,165.68,35.58,73.98,44.99,0.714,0.568,0.511,0.733,60.14,0,Cotton,0
Kota,Rajasthan,Central Plateau,2019,Kharif,Maize,25.2138,75.8648,Black,High,157.19,28.17,67.8,66.2,0.679,0.021,0.452,0.818,81.95,0,Cotton,0
Kota,Rajasthan,Central Plateau,2019,Kharif,Cotton,25.2138,75.8648,Black,High,146.8,29.23,60.12,66.57,0.779,0.105,0.401,0.964,92.15,0,Cotton,1
Kota,Rajasthan,Central Plateau,2019,Kharif,Soybean,25.2138,75.8648,Black,High,160.97,29.88,67.57,62.41,0.747,0.02,0.444,0.815,89.07,0,Cotton,0
Kota,Rajasthan,Central Plateau,2019,Rabi,Wheat,25.2138,75.8648,Black,High,70.5,25.86,32.55,45.03,0.664,0.214,0.324,0.792,84.74,1,Mustard,0
Kota,Rajasthan,Central Plateau,2019,Rabi,Mustard,25.2138,75.8648,Black,High,81.54,21.7,55.05,25.2,0.76,0.291,0.377,0.92,82.72,0,Mustard,1
Kota,Rajasthan,Central Plateau,2019,Rabi,Chickpea,25.2138,75.8648,Black,High,68.35,18.8,43.34,21.58,0.732,0.323,0.444,0.915,85.09,0,Mustard,0
Kota,Rajasthan,Central Plateau,2019,Zaid,Groundnut,25.2138,75.8648,Black,High,65.54,34.37,34.83,39.26,0.689,0.201,0.411,0.786,76.99,1,Millet,0
Kota,Rajasthan,Central Plateau,2019,Zaid,Millet,25.2138,75.8648,Black,High,64.25,34.97,43.67,31.29,0.743,0.118,0.417,0.831,84.37,0,Millet,1
Kota,Rajasthan,Central Plateau,2020,Kharif,Rice,25.2138,75.8648,Black,High,166.32,27.44,65.52,70.6,0.776,0.195,0.455,0.939,87.28,1,Rice,1
Kota,Rajasthan,Central Plateau,2020,Kharif,Maize,25.2138,75.8648,Black,High,157.17,29.91,58.36,47.12,0.731,0.248,0.484,0.823,80.82,0,Rice,0
Kota,Rajasthan,Central Plateau,2020,Kharif,Cotton,25.2138,75.8648,Black,High,152.54,30.43,79.5,54.38,0.76,0.094,0.444,0.889,92.49,0,Rice,0
Kota,Rajasthan,Central Plateau,2020,Kharif,Soybean,25.2138,75.8648,Black,High,173.02,32.98,55.15,72.22,0.706,0.134,0.456,0.805,81.59,0,Rice,0
Kota,Rajasthan,Central Plateau,2020,Rabi,Wheat,25.2138,75.8648,Black,High,95.63,23.63,40.47,37.04,0.688,0.227,0.398,0.85,71.52,0,Mustard,0
Kota,Rajasthan,Central Plateau,2020,Rabi,Mustard,25.2138,75.8648,Black,High,108.93,22.51,50.62,32.82,0.754,0.203,0.436,0.859,79.3,0,Mustard,1
Kota,Rajasthan,Central Plateau,2020,Rabi,Chickpea,25.2138,75.8648,Black,High,98.56,27.82,40.66,24.97,0.751,0.316,0.397,0.857,76.99,0,Mustard,0
Kota,Rajasthan,Central Plateau,2020,Zaid,Groundnut,25.2138,75.8648,Black,High,94.54,40.19,44.57,36.66,0.589,0.201,0.408,0.674,66.89,1,Millet,0
Kota,Rajasthan,Central Plateau,2020,Zaid,Millet,25.2138,75.8648,Black,High,82.08,33.22,40.79,39.72,0.747,0.08,0.401,0.856,79.86,0,Millet,1
Kota,Rajasthan,Central Plateau,2021,Kharif,Rice,25.2138,75.8648,Black,High,154.9,28.77,63.76,58.43,0.681,0.462,0.47,0.809,70.7,0,Soybean,0
Kota,Rajasthan,Central Plateau,2021,Kharif,Maize,25.2138,75.8648,Black,High,166.43,31.39,60.72,52.97,0.713,0.177,0.463,0.806,84.63,0,Soybean,0
Kota,Rajasthan,Central Plateau,2021,Kharif,Cotton,25.2138,75.8648,Black,High,167.93,29.83,51.34,70.35,0.705,0.065,0.459,0.91,87.76,0,Soybean,0
Kota,Rajasthan,Central Plateau,2021,Kharif,Soybean,25.2138,75.8648,Black,High,137.24,29.84,65.48,61.12,0.818,0.092,0.483,0.98,91.19,0,Soybean,1
Kota,Rajasthan,Central Plateau,2021,Rabi,Wheat,25.2138,75.8648,Black,High,91.44,25.3,49.89,36.35,0.719,0.28,0.414,0.828,90.75,0,Chickpea,0
Kota,Rajasthan,Central Plateau,2021,Rabi,Mustard,25.2138,75.8648,Black,High,105.1,23.82,62.36,32.98,0.694,0.204,0.441,0.829,85.79,0,Chickpea,0
Kota,Rajasthan,Central Plateau,2021,Rabi,Chickpea,25.2138,75.8648,Black,High,86.48,22.87,64.93,39.15,0.77,0.07,0.471,0.98,91.23,0,Chickpea,1
Kota,Rajasthan,Central Plateau,2021,Zaid,Groundnut,25.2138,75.8648,Black,High,87.7,32.04,34.47,33.79,0.752,0.236,0.421,0.879,81.17,1,Groundnut,1
Kota,Rajasthan,Central Plateau,2021,Zaid,Millet,25.2138,75.8648,Black,High,96.82,35.29,46.23,41.98,0.682,0.064,0.412,0.861,82.83,0,Groundnut,0
Kota,Rajasthan,Central Plateau,2022,Kharif,Rice,25.2138,75.8648,Black,High,134.53,32.34,64.36,61.85,0.709,0.503,0.555,0.773,73.27,0,Cotton,0
Kota,Rajasthan,Central Plateau,2022,Kharif,Maize,25.2138,75.8648,Black,High,126.15,31.64,63.15,54.25,0.776,0.161,0.427,0.916,83.44,0,Cotton,0
Kota,Rajasthan,Central Plateau,2022,Kharif,Cotton,25.2138,75.8648,Black,High,124.3,31.2,64.1,56.28,0.759,0.081,0.469,0.949,93.6,0,Cotton,1
Kota,Rajasthan,Central Plateau,2022,Kharif,Soybean,25.2138,75.8648,Black,High,146.7,32.56,68.28,54.53,0.779,0.203,0.552,0.894,80.8,0,Cotton,0
Kota,Rajasthan,Central Plateau,2022,Rabi,Wheat,25.2138,75.8648,Black,High,86.43,22.17,35.6,36.74,0.739,0.252,0.314,0.867,85.67,1,Chickpea,0
Kota,Rajasthan,Central Plateau,2022,Rabi,Mustard,25.2138,75.8648,Black,High,122.97,24.21,49.4,27.38,0.723,0.267,0.359,0.742,76.44,1,Chickpea,0
Kota,Rajasthan,Central Plateau,2022,Rabi,Chickpea,25.2138,75.8648,Black,High,83.12,26.3,40.36,24.85,0.803,0.284,0.323,0.976,86.92,0,Chickpea,1
Kota,Rajasthan,Central Plateau,2022,Zaid,Groundnut,25.2138,75.8648,Black,High,59.41,33.71,46.73,18.0,0.686,0.566,0.442,0.836,80.77,0,Millet,0
Kota,Rajasthan,Central Plateau,2022,Zaid,Millet,25.2138,75.8648,Black,High,63.44,34.2,40.64,35.82,0.772,0.08,0.345,0.904,87.53,1,Millet,1
Kota,Rajasthan,Central Plateau,2023,Kharif,Rice,25.2138,75.8648,Black,High,164.1,33.6,64.89,33.49,0.695,0.738,0.397,0.664,68.79,0,Maize,0
Kota,Rajasthan,Central Plateau,2023,Kharif,Maize,25.2138,75.8648,Black,High,158.43,32.61,66.54,63.58,0.743,0.039,0.495,0.82,89.07,1,Maize,1
Kota,Rajasthan,Central Plateau,2023,Kharif,Cotton,25.2138,75.8648,Black,High,172.64,33.64,82.01,52.0,0.684,0.071,0.484,0.777,68.51,0,Maize,0
Kota,Rajasthan,Central Plateau,2023,Kharif,Soybean,25.2138,75.8648,Black,High,146.11,35.86,64.09,68.33,0.728,0.094,0.538,0.799,81.52,0,Maize,0
Kota,Rajasthan,Central Plateau,2023,Rabi,Wheat,25.2138,75.8648,Black,High,83.39,24.49,61.64,33.84,0.767,0.355,0.433,0.852,69.99,0,Wheat,1
Kota,Rajasthan,Central Plateau,2023,Rabi,Mustard,25.2138,75.8648,Black,High,111.52,23.97,53.0,28.78,0.686,0.274,0.389,0.746,76.84,1,Wheat,0
Kota,Rajasthan,Central Plateau,2023,Rabi,Chickpea,25.2138,75.8648,Black,High,104.79,25.46,56.36,34.48,0.723,0.189,0.384,0.852,83.38,1,Wheat,0
Kota,Rajasthan,Central Plateau,2023,Zaid,Groundnut,25.2138,75.8648,Black,High,87.99,35.33,46.35,31.7,0.666,0.225,0.443,0.794,81.05,0,Millet,0
Kota,Rajasthan,Central Plateau,2023,Zaid,Millet,25.2138,75.8648,Black,High,101.12,31.7,39.53,35.84,0.812,0.12,0.39,0.933,86.1,1,Millet,1
Kota,Rajasthan,Central Plateau,2024,Kharif,Rice,25.2138,75.8648,Black,High,150.19,31.35,75.15,55.16,0.681,0.501,0.495,0.721,69.44,0,Cotton,0
Kota,Rajasthan,Central Plateau,2024,Kharif,Maize,25.2138,75.8648,Black,High,129.47,30.46,68.79,53.09,0.72,0.19,0.472,0.792,70.95,1,Cotton,0
Kota,Rajasthan,Central Plateau,2024,Kharif,Cotton,25.2138,75.8648,Black,High,158.94,29.65,55.88,54.46,0.751,0.104,0.42,0.939,94.78,0,Cotton,1
Kota,Rajasthan,Central Plateau,2024,Kharif,Soybean,25.2138,75.8648,Black,High,140.14,27.98,66.04,55.16,0.735,0.128,0.52,0.899,78.95,0,Cotton,0
Kota,Rajasthan,Central Plateau,2024,Rabi,Wheat,25.2138,75.8648,Black,High,109.71,21.96,41.58,40.93,0.641,0.207,0.434,0.785,77.51,1,Chickpea,0
Kota,Rajasthan,Central Plateau,2024,Rabi,Mustard,25.2138,75.8648,Black,High,121.71,22.33,45.88,50.58,0.726,0.055,0.388,0.781,81.35,1,Chickpea,0
Kota,Rajasthan,Central Plateau,2024,Rabi,Chickpea,25.2138,75.8648,Black,High,61.18,21.44,47.93,43.96,0.793,0.103,0.347,0.98,96.84,0,Chickpea,1
Kota,Rajasthan,Central Plateau,2024,Zaid,Groundnut,25.2138,75.8648,Black,High,69.98,32.89,47.38,38.55,0.722,0.22,0.397,0.862,82.21,0,Groundnut,1
Kota,Rajasthan,Central Plateau,2024,Zaid,Millet,25.2138,75.8648,Black,High,66.33,29.85,28.58,21.92,0.709,0.223,0.343,0.819,78.6,0,Groundnut,0
Kota,Rajasthan,Central Plateau,2025,Kharif,Rice,25.2138,75.8648,Black,High,164.59,31.64,60.77,54.53,0.713,0.424,0.46,0.782,65.98,0,Cotton,0
Kota,Rajasthan,Central Plateau,2025,Kharif,Maize,25.2138,75.8648,Black,High,149.52,35.6,57.83,59.74,0.65,0.083,0.471,0.693,79.81,1,Cotton,0
Kota,Rajasthan,Central Plateau,2025,Kharif,Cotton,25.2138,75.8648,Black,High,157.68,31.6,69.71,52.39,0.726,0.119,0.569,0.893,85.43,0,Cotton,1
Kota,Rajasthan,Central Plateau,2025,Kharif,Soybean,25.2138,75.8648,Black,High,173.71,32.82,65.74,66.07,0.742,0.114,0.536,0.803,82.79,0,Cotton,0
Kota,Rajasthan,Central Plateau,2025,Rabi,Wheat,25.2138,75.8648,Black,High,78.38,27.35,47.51,42.44,0.679,0.226,0.466,0.785,81.3,0,Chickpea,0
Kota,Rajasthan,Central Plateau,2025,Rabi,Mustard,25.2138,75.8648,Black,High,116.52,23.13,33.4,51.14,0.704,0.075,0.399,0.805,80.92,0,Chickpea,0
Kota,Rajasthan,Central Plateau,2025,Rabi,Chickpea,25.2138,75.8648,Black,High,91.91,23.92,44.78,44.37,0.729,0.104,0.413,0.953,93.44,0,Chickpea,1
Kota,Rajasthan,Central Plateau,2025,Zaid,Groundnut,25.2138,75.8648,Black,High,88.6,33.8,38.59,29.5,0.671,0.337,0.345,0.839,80.67,0,Millet,0
Kota,Rajasthan,Central Plateau,2025,Zaid,Millet,25.2138,75.8648,Black,High,82.22,33.06,27.31,38.72,0.777,0.097,0.382,0.859,92.22,0,Millet,1
Kota,Rajasthan,Central Plateau,2026,Kharif,Rice,25.2138,75.8648,Black,High,138.94,32.04,67.08,43.52,0.726,0.77,0.535,0.704,64.45,1,Cotton,0
Kota,Rajasthan,Central Plateau,2026,Kharif,Maize,25.2138,75.8648,Black,High,140.95,29.48,72.86,68.98,0.717,0.083,0.494,0.766,82.04,0,Cotton,0
Kota,Rajasthan,Central Plateau,2026,Kharif,Cotton,25.2138,75.8648,Black,High,176.56,32.28,68.37,51.33,0.755,0.117,0.416,0.877,82.9,0,Cotton,1
Kota,Rajasthan,Central Plateau,2026,Kharif,Soybean,25.2138,75.8648,Black,High,123.38,33.88,60.19,69.29,0.726,0.121,0.43,0.834,79.4,1,Cotton,0
Kota,Rajasthan,Central Plateau,2026,Rabi,Wheat,25.2138,75.8648,Black,High,66.71,19.93,51.77,31.18,0.664,0.431,0.389,0.833,82.85,0,Chickpea,0
Kota,Rajasthan,Central Plateau,2026,Rabi,Mustard,25.2138,75.8648,Black,High,77.05,22.1,56.76,37.69,0.731,0.188,0.469,0.867,80.52,0,Chickpea,0
Kota,Rajasthan,Central Plateau,2026,Rabi,Chickpea,25.2138,75.8648,Black,High,72.22,23.48,46.04,45.12,0.781,0.08,0.416,0.98,90.62,0,Chickpea,1
Kota,Rajasthan,Central Plateau,2026,Zaid,Groundnut,25.2138,75.8648,Black,High,60.49,31.79,52.13,30.75,0.734,0.377,0.533,0.894,76.98,0,Groundnut,1
Kota,Rajasthan,Central Plateau,2026,Zaid,Millet,25.2138,75.8648,Black,High,62.77,33.85,37.9,34.15,0.713,0.099,0.37,0.831,81.55,0,Groundnut,0
Udaipur,Rajasthan,Northwest Dryland,2018,Kharif,Rice,24.5854,73.7125,Sandy Loam,Medium,131.24,31.16,59.2,55.83,0.639,0.659,0.51,0.705,63.82,1,Cotton,0
Udaipur,Rajasthan,Northwest Dryland,2018,Kharif,Maize,24.5854,73.7125,Sandy Loam,Medium,143.85,34.34,65.56,43.81,0.693,0.302,0.521,0.699,68.81,1,Cotton,0
Udaipur,Rajasthan,Northwest Dryland,2018,Kharif,Cotton,24.5854,73.7125,Sandy Loam,Medium,109.9,30.37,71.01,42.72,0.667,0.237,0.464,0.787,85.02,0,Cotton,1
Udaipur,Rajasthan,Northwest Dryland,2018,Kharif,Soybean,24.5854,73.7125,Sandy Loam,Medium,140.33,31.77,55.97,64.86,0.679,0.142,0.455,0.695,74.43,0,Cotton,0
Udaipur,Rajasthan,Northwest Dryland,2018,Rabi,Wheat,24.5854,73.7125,Sandy Loam,Medium,76.84,22.65,43.65,41.65,0.695,0.261,0.382,0.854,83.5,1,Mustard,0
Udaipur,Rajasthan,Northwest Dryland,2018,Rabi,Mustard,24.5854,73.7125,Sandy Loam,Medium,54.62,23.29,53.03,22.12,0.763,0.42,0.37,0.959,85.62,1,Mustard,1
Udaipur,Rajasthan,Northwest Dryland,2018,Rabi,Chickpea,24.5854,73.7125,Sandy Loam,Medium,53.29,20.04,56.09,32.3,0.702,0.214,0.391,0.82,92.88,1,Mustard,0
Udaipur,Rajasthan,Northwest Dryland,2018,Zaid,Groundnut,24.5854,73.7125,Sandy Loam,Medium,70.36,31.37,27.57,40.16,0.775,0.184,0.368,0.883,89.61,1,Millet,0
Udaipur,Rajasthan,Northwest Dryland,2018,Zaid,Millet,24.5854,73.7125,Sandy Loam,Medium,34.09,33.45,47.55,22.42,0.788,0.371,0.468,0.954,82.84,0,Millet,1
Udaipur,Rajasthan,Northwest Dryland,2019,Kharif,Rice,24.5854,73.7125,Sandy Loam,Medium,152.23,29.71,57.14,43.43,0.73,0.722,0.48,0.802,73.31,0,Rice,1
Udaipur,Rajasthan,Northwest Dryland,2019,Kharif,Maize,24.5854,73.7125,Sandy Loam,Medium,131.16,36.7,65.89,54.29,0.63,0.204,0.465,0.709,77.03,1,Rice,0
Udaipur,Rajasthan,Northwest Dryland,2019,Kharif,Cotton,24.5854,73.7125,Sandy Loam,Medium,139.51,30.92,61.6,53.39,0.746,0.103,0.426,0.795,79.68,0,Rice,0
Udaipur,Rajasthan,Northwest Dryland,2019,Kharif,Soybean,24.5854,73.7125,Sandy Loam,Medium,128.83,32.13,60.2,62.59,0.671,0.135,0.494,0.748,73.58,1,Rice,0
Udaipur,Rajasthan,Northwest Dryland,2019,Rabi,Wheat,24.5854,73.7125,Sandy Loam,Medium,99.62,18.69,45.95,24.99,0.682,0.451,0.348,0.778,75.55,1,Mustard,0
Udaipur,Rajasthan,Northwest Dryland,2019,Rabi,Mustard,24.5854,73.7125,Sandy Loam,Medium,84.48,24.56,49.9,23.67,0.786,0.337,0.403,0.928,85.18,0,Mustard,1
Udaipur,Rajasthan,Northwest Dryland,2019,Rabi,Chickpea,24.5854,73.7125,Sandy Loam,Medium,45.37,28.39,37.59,43.85,0.685,0.191,0.383,0.823,84.97,0,Mustard,0
Udaipur,Rajasthan,Northwest Dryland,2019,Zaid,Groundnut,24.5854,73.7125,Sandy Loam,Medium,61.21,32.83,47.67,36.64,0.715,0.268,0.408,0.865,80.49,0,Millet,0
Udaipur,Rajasthan,Northwest Dryland,2019,Zaid,Millet,24.5854,73.7125,Sandy Loam,Medium,57.52,36.35,49.58,33.95,0.795,0.105,0.454,0.891,85.7,0,Millet,1
Udaipur,Rajasthan,Northwest Dryland,2020,Kharif,Rice,24.5854,73.7125,Sandy Loam,Medium,148.13,29.18,83.42,49.31,0.707,0.683,0.508,0.774,72.09,1,Maize,0
Udaipur,Rajasthan,Northwest Dryland,2020,Kharif,Maize,24.5854,73.7125,Sandy Loam,Medium,120.82,26.73,62.82,40.06,0.717,0.337,0.46,0.86,82.58,0,Maize,1
Udaipur,Rajasthan,Northwest Dryland,2020,Kharif,Cotton,24.5854,73.7125,Sandy Loam,Medium,156.25,30.9,64.12,62.09,0.675,0.096,0.431,0.764,82.17,1,Maize,0
Udaipur,Rajasthan,Northwest Dryland,2020,Kharif,Soybean,24.5854,73.7125,Sandy Loam,Medium,127.79,29.44,57.36,48.32,0.724,0.247,0.474,0.837,78.86,1,Maize,0
Udaipur,Rajasthan,Northwest Dryland,2020,Rabi,Wheat,24.5854,73.7125,Sandy Loam,Medium,63.41,22.0,44.29,45.14,0.705,0.306,0.359,0.876,92.2,0,Wheat,1
Udaipur,Rajasthan,Northwest Dryland,2020,Rabi,Mustard,24.5854,73.7125,Sandy Loam,Medium,77.72,27.18,55.03,50.65,0.764,0.084,0.435,0.868,80.73,0,Wheat,0
Udaipur,Rajasthan,Northwest Dryland,2020,Rabi,Chickpea,24.5854,73.7125,Sandy Loam,Medium,86.38,24.66,45.94,25.2,0.691,0.344,0.441,0.819,83.68,1,Wheat,0
Udaipur,Rajasthan,Northwest Dryland,2020,Zaid,Groundnut,24.5854,73.7125,Sandy Loam,Medium,31.73,36.33,37.19,25.99,0.704,0.616,0.407,0.721,68.06,0,Millet,0
Udaipur,Rajasthan,Northwest Dryland,2020,Zaid,Millet,24.5854,73.7125,Sandy Loam,Medium,66.76,34.8,48.18,22.64,0.761,0.193,0.355,0.938,84.81,0,Millet,1
Udaipur,Rajasthan,Northwest Dryland,2021,Kharif,Rice,24.5854,73.7125,Sandy Loam,Medium,140.95,35.19,53.12,57.78,0.618,0.557,0.39,0.666,73.07,0,Maize,0
Udaipur,Rajasthan,Northwest Dryland,2021,Kharif,Maize,24.5854,73.7125,Sandy Loam,Medium,137.48,33.16,61.63,57.75,0.698,0.119,0.435,0.779,80.14,1,Maize,1
Udaipur,Rajasthan,Northwest Dryland,2021,Kharif,Cotton,24.5854,73.7125,Sandy Loam,Medium,136.56,34.3,60.63,60.07,0.645,0.112,0.532,0.705,76.56,1,Maize,0
Udaipur,Rajasthan,Northwest Dryland,2021,Kharif,Soybean,24.5854,73.7125,Sandy Loam,Medium,164.04,30.77,78.73,54.12,0.618,0.26,0.533,0.696,70.86,0,Maize,0
Udaipur,Rajasthan,Northwest Dryland,2021,Rabi,Wheat,24.5854,73.7125,Sandy Loam,Medium,103.46,19.49,42.14,32.3,0.726,0.351,0.393,0.779,87.57,0,Mustard,0
Udaipur,Rajasthan,Northwest Dryland,2021,Rabi,Mustard,24.5854,73.7125,Sandy Loam,Medium,73.9,25.07,40.03,30.95,0.802,0.202,0.331,0.98,98.64,0,Mustard,1
Udaipur,Rajasthan,Northwest Dryland,2021,Rabi,Chickpea,24.5854,73.7125,Sandy Loam,Medium,69.27,22.93,49.15,25.13,0.747,0.315,0.417,0.873,77.25,1,Mustard,0
Udaipur,Rajasthan,Northwest Dryland,2021,Zaid,Groundnut,24.5854,73.7125,Sandy Loam,Medium,67.79,33.51,39.33,25.32,0.747,0.421,0.377,0.811,75.49,1,Millet,0
Udaipur,Rajasthan,Northwest Dryland,2021,Zaid,Millet,24.5854,73.7125,Sandy Loam,Medium,67.76,34.35,46.22,43.39,0.759,0.079,0.43,0.973,90.66,0,Millet,1
Udaipur,Rajasthan,Northwest Dryland,2022,Kharif,Rice,24.5854,73.7125,Sandy Loam,Medium,130.41,29.42,59.79,67.43,0.778,0.482,0.436,0.799,75.34,1,Soybean,0
Udaipur,Rajasthan,Northwest Dryland,2022,Kharif,Maize,24.5854,73.7125,Sandy Loam,Medium,171.23,29.04,68.01,59.66,0.704,0.144,0.432,0.751,78.61,0,Soybean,0
